year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,final_price,final_bids,date_sold,status,bids,price,sale_price,time_remaining_or_date_sold
2012.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2012-05,2012-07,KMFWBX7KMCU487529,,,"Sold Unregistered, Without Plates",0.0,4,2.5,Diesel,Automatic,308889,km,White,Black,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50711634/motor-vehicles-motor-cycles/2012-hyundai-iload-tq-turbo-diesel-automatic-van,"Engine noise observed.
Paint peeling Passenger pillar
Paint peeling Spots over vehicle
Large Scuff on both sides of front bumper","Air Conditioning, Tow Bar, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Reversing camera, Roof Racks, Crash Test Star Rating 4, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-165 GV343720",,,2025-04-21,sold,8.0,"$1,700","$1,700",
2012.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3.0,2012-06,2012-07,KMFWBX7KMCU491850,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4,2.5,Diesel,Automatic,224023,km,White,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21058176/motor-vehicles-motor-cycles/2012-hyundai-iload-tq-turbo-diesel-automatic-van,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, CD Player, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 769 (358705)",,,,sold,61.0,4688.0,4688.0,
2012.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2012-06,2012-08,KMFWBX7KMCU494304,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4,2.5,Diesel,Automatic,146135,km,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21045369/motor-vehicles-motor-cycles/2012-hyundai-iload-tq-turbo-diesel-automatic-van,"Dents or marks on body consistent with age and kilometres.
Large Scratch on Front bumper and rear right side of the bumper
Seat Torn Drivers
Medium Dent on Rear Tail Gate
Medium Scuff on Rear Bumper Drivers Side","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 570 (341004)",,,2025-03-19,sold,111.0,"$7,700","$7,700",
2012.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2012-06,2012-08,KMFWBX7KMCU494421,1AT4EV,VIC,"Sold Unregistered, Without Plates - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.",2.0,4,2.5,Diesel,Automatic,129902,km,White,Charcoal,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21054314/motor-vehicles-motor-cycles/2012-hyundai-iload-tq-turbo-diesel-automatic-van,"Glovebox Marks
Carpet worn in places.
Door card Worn.
Dents or marks on body consistent with age and kilometres.
Body/panel damage Back RH quarter panel
Marks in boot
Marks in boot
Marks in boot
Medium Scratch on Back bumper
Rear Cracked bumper.
Body/panel damage LH back passenger door and quarter panel
Body/panel damage LH back door sill
Large Scratch on Front bumper and front LH quarter panel
Large Scratch on Front bumper RH
Large Dent on RH back passenger door
Seat Torn Driver","Air Conditioning, Bluetooth capability, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 317 (355094)",,,2025-08-13,sold,88.0,"$6,000","$6,000",
2012.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2012-07,2012-07,KMFWBX7KMCU499479,CHT98Z,NSW,"Sold Unregistered, Without Plates",0.0,4,2.5,Diesel,Automatic,293641,km,White,Grey,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10910803/motor-vehicles-motor-cycles/2012-hyundai-iload-tq-turbo-diesel-automatic-van,"Paint peeling On bonnet, roof, left side door,
Dents or marks on body consistent with age and kilometres.","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 46 Clyde Street, Hamilton North, NSW, 2292",,,2025-04-16,sold,44.0,"$4,300","$4,300",
2013.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2013-03,2013-02,KMFWBX7KMDU549372,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4,2.5,Diesel,Automatic,261748,km,Black,Grey,Yes,Yes,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21047168/motor-vehicles-motor-cycles/2013-hyundai-iload-tq-turbo-diesel-automatic-van,"Dents or marks on body consistent with age and kilometres.
Large Scuffs/ Dents/Scratches on Various parts of panel
Engine noise observed.
Engine Smoke visible
Engine light ON
Body/panel damage Left side sliding door/quarter","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Park Distance Control Rear, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 540 (344064)",,,2025-04-14,sold,15.0,"$1,409","$1,409",
2013.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2013-04,2013-05,KMFWBX7KMDU564018,1YE9AO,VIC,14-06-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Automatic,315636,km,Multi,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054392/motor-vehicles-motor-cycles/2013-hyundai-iload-tq-turbo-diesel-automatic-van,"Medium Scuff on Various parts on panels
Medium Scratch on Various parts on panels
Paint cracked Various parts on panels
Seat Torn Driver seat","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 26D (352212)",,,2025-08-14,sold,40.0,"$3,600","$3,600",
2013.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2013-09,2013-10,KMFWBX7KMEU593069,1EIQ035,WA,"28-04-2025 - Please note this vehicle license has expired, but can be paid until 28/07/2025. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",2.0,4,2.5,Diesel,Automatic,309460,km,White,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9061186/motor-vehicles-motor-cycles/2013-hyundai-iload-tq-turbo-diesel-automatic-van,"Engine noise observed.
Dents or marks on body consistent with age and kilometres.
Front (disjointed), rear damaged Cracked bumper.
Medium Scuff on Various panels
Medium Dent on Various panels
Rear panels beneath taillights Cracked bumper.
Damaged Right taillight
Front Seat worn Driver’s
Seat Torn Driver’s","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 6 Spartan Street, Jandakot, WA, 6164, Key No: 11A",,,2025-07-03,sold,38.0,"$2,810","$2,810",
2013.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2013-10,2013-11,KMFWBX7KMEU599549,CMJ404,VIC,20-05-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Automatic,230967,km,White,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21046608/motor-vehicles-motor-cycles/2013-hyundai-iload-tq-turbo-diesel-automatic-van,"Dents or marks on body consistent with age and kilometres.
Seat Torn On the driver seat
Medium Dent on Passenger side lower sill panel and scrape","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 975 (343037)",,,2025-04-03,sold,92.0,"$8,100","$8,100",
2013.0,Hyundai,ILoad,H1 FWD Automatic Van,Van,6.0,11/2013,Unable to locate,KMFWBX7KMEU599937,,,,,4.0,,Diesel,Automatic,"155,058 Kms",km,White,Black,Yes,,Yes,Unknown,Yes,,https://www.grays.com/lot/0002-8021089/motor-vehicles-motor-cycles/2013-hyundai-iload-h1-fwd-automatic-van,starts runs drives,"Air Conditioning, Bull Bar, Electric Windows, Power Steering, Location: Northern Territory :38 Toupein Rd, Yarrawonga, NT 0830",,,,sold,45.0,5850.0,5850.0,
2013.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2013-12,2014-02,KMFWBX7KMEU616486,1KP6KE,VIC,10-08-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Automatic,236212,km,White,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21048082/motor-vehicles-motor-cycles/2013-hyundai-iload-tq-turbo-diesel-automatic-van,"Dents or marks on body consistent with age and kilometres.
Body/panel damage On the front bumper","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 780 (345199)",,,2025-05-05,sold,101.0,"$8,000","$8,000",
2014.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2014-05,2014-07,KMFWBX7KMEU658623,,,"Sold Unregistered, Without Plates",0.0,4,2.5,Diesel,Automatic,219981,km,White,Grey,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50712288/motor-vehicles-motor-cycles/2014-hyundai-iload-tq-turbo-diesel-automatic-van,"Large Scuff on LHS front bumper
Medium Dent on LHS sliding door
Engine light ON
Large Dent on LHS front quarter panel
Carpet worn in places.","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-112 GV349877",,,2025-07-08,sold,40.0,"$6,200","$6,200",
2014.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2014-05,2014-07,KMFWBX7KMEU658729,,,"Sold Unregistered, Without Plates",0.0,4,2.5,Diesel,Automatic,201156,km,White,Grey,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50515153/motor-vehicles-motor-cycles/2014-hyundai-iload-tq-turbo-diesel-automatic-van,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Lh sliding door
Medium Dent on boot","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Crash Test Star Rating 4, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-683 GV346532",,,2025-05-14,sold,102.0,"$8,800","$8,800",
2015.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3.0,2015-01,2015-03,KMFWBX7KMFU716195,,,"Sold Unregistered, Without Plates",2.0,4,2.5,Diesel,Automatic,208416,km,Black,Grey,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50713473/motor-vehicles-motor-cycles/2015-hyundai-iload-tq-turbo-diesel-automatic-van,"Engine overheating, tow advisable.
Door card Worn.
Seat Torn Driver seat
Front Seat Stains Both seats
Dents or marks on body consistent with age and kilometres.
Body/panel damage Rh rear quarter
Large Scratch on Rh rear door
Medium Scuff on Multiple panels
Medium Scratch on Multiple panels
Medium Dent on Tailgate and rooftop","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-229 GV355891",,,,sold,24.0,1900.0,1900.0,
2015.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2015-02,2015-03,KMFWBX7KMFU718729,1EG2OI,VIC,31-05-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Automatic,198772,km,Black,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21049449/motor-vehicles-motor-cycles/2015-hyundai-iload-tq-turbo-diesel-automatic-van,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front bumper
Large Scratch on Rear passenger side and dent
Medium Scuff on Around the car
Seat Torn Drivers","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 783 (347153)",,,2025-05-27,sold,94.0,"$8,000","$8,000",
2015.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2015-02,2015-03,KMFWBX7KMFU719636,No plates,VIC,"Sold Unregistered, Without Plates",0.0,4,2.5,Diesel,Automatic,288087,km,Silver,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21047422/motor-vehicles-motor-cycles/2015-hyundai-iload-tq-turbo-diesel-automatic-van,"Dents or marks on body consistent with age and kilometres.
Seat Torn Driver seat
Windscreen Chipped or Cracked.
Large Scratch on Front bumper
Medium Dent on Rear Passenger side and scrape
Body/panel damage Drivers side doors and sill panel damage","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1098D (344632)",,,2025-04-22,sold,66.0,"$5,709","$5,709",
2015.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2015-02,2015-03,KMFWBX7KMFU719924,1EG2OH,VIC,31/05/2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Automatic,242247,km,Black,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21047855/motor-vehicles-motor-cycles/2015-hyundai-iload-tq-turbo-diesel-automatic-van,"Dents or marks on body consistent with age and kilometres.
Large Scratch on Front bumper
Medium Dent on Around the car
Seat Torn Driver seat","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 306 (344426)",,,2025-05-12,sold,84.0,"$6,200","$6,200",
2015.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2015-03,2015-04,KMFWBX7KMFU725995,1EW7NM,VIC,18-06-2026 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Automatic,240343,km,White,Grey,Yes,No,Yes,Partial,Yes,VIC,https://www.grays.com/lot/0001-21051901/motor-vehicles-motor-cycles/2015-hyundai-iload-tq-turbo-diesel-automatic-van,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Power Steering, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 466 (351241)",,,2025-07-08,sold,138.0,"$10,090","$10,090",
2015.0,Hyundai,iLoad,Crew TQ Turbo Diesel Automatic Van,Van,3.0,2015-05,2015-07,KMFWBX7KMFU742714,,,"Sold Unregistered, Without Plates",0.0,4,2.5,Diesel,Automatic,233566,km,White,Grey,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50713357/motor-vehicles-motor-cycles/2015-hyundai-iload-crew-tq-turbo-diesel-automatic-van,"Front Seat Stains Both
Body/panel damage LHR door and LHR bottom rail
Large Dent on LHF guard
Dents or marks on body consistent with age and kilometres.","Air Conditioning, CD Player, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-514 GV360728",,,,sold,69.0,5710.0,5710.0,
2015.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2015-07,2015-08,KMFWBX7KMFU763841,1NE4MB,VIC,22-10-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Automatic,300815,km,White,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21052122/motor-vehicles-motor-cycles/2015-hyundai-iload-tq-turbo-diesel-automatic-van,"Medium Scratch on Various along panel
Dents or marks on body consistent with age and kilometres.","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 1088 (351655)",,,2025-07-24,sold,123.0,"$8,800","$8,800",
2015.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2015-07,2015-08,KMFWBX7KMFU763856,1FL5OA,VIC,22-10-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Automatic,182661,km,White,Grey,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21052864/motor-vehicles-motor-cycles/2015-hyundai-iload-tq-turbo-diesel-automatic-van,"Front Seat Marks Drivers
Dents or marks on body consistent with age and kilometres.
Paint peeling Front bumper
Corrosion visible Back left panel below light","Air Conditioning, CD Player, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Nudge Bar, Park Distance Control Rear, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 410 (350467)",,,2025-07-24,sold,5.0,"$10,190","$10,190",
2015.0,Hyundai,iLOAD,TQ Turbo Diesel Automatic Van,Van,3,2015-09,2016-06,KMFWBX7KMGU782743,1HO3PE,VIC,23-09-2025 - Registration will only be transferred to the registered bidder who must hold a valid VIC Drivers Licence otherwise vehicle will be sold unregistered.,2.0,4,2.5,Diesel,Automatic,189413,km,White,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054614/motor-vehicles-motor-cycles/2015-hyundai-iload-tq-turbo-diesel-automatic-van,"Medium Dent on Rear driver door
Dents or marks on body consistent with age and kilometres.
Front Seat worn Driver seat","Air Conditioning, Central Locking, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Front, Power Steering, Roof Rail, Crash Test Star Rating 4, Location: 140-152 National Drive, Dandenong South, VIC, 3175, Key No: 380 (355537)",,,2025-08-19,sold,128.0,"$12,200","$12,200",
