year,make,model,variant,body_type,no_of_seats,build_date,compliance_date,vin,rego_no,rego_state,rego_expiry,no_of_plates,no_of_cylinders,engine_capacity,fuel_type,transmission,odometer_reading,odometer_unit,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,features_list,bids,price,time_remaining_or_date_sold,referral_reason,status
2016.0,Honda,HR-V,VTi CVT Wagon,Wagon,5.0,2016-09,2016-10,MRHRU5830GP063688,,,"Sold Unregistered, Without Plates",2.0,4.0,1.8,Petrol,CVT,147571,km,White,Black,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50712996/motor-vehicles-motor-cycles/2016-honda-hr-v-vti-cvt-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-407 GV356752",102.0,,,Dents or marks on body consistent with age and kilometres.,referred
1998.0,Alfa,Romeo,Spider LUXURY PACK Manual Convertible,Convertible,2.0,1998-09,1999-04,ZAR91600006051281,,,"Sold Unregistered, Without Plates",2.0,4.0,2,Petrol,Manual,137494,km,Yellow,Black Leather,Yes,Yes,No,Partial,Yes,QLD,https://www.grays.com/lot/0001-50713003/motor-vehicles-motor-cycles/1998-alfa-romeo-spider-luxury-pack-manual-convertible,"Door card Damaged.
Medium Scratch on LH rear guard
Dents or marks on body consistent with age and kilometres.
Engine idling rough
Engine lacks power","Air Conditioning, Central Locking, Climate Control, Driver Airbag, Electric Windows, Leather Trim, Power Steering, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-558 GV357570",32.0,,,"Door card Damaged.
Medium Scratch on LH rear guard
Dents or marks on body consistent with age and kilometres.
Engine idling rough
Engine lacks power",referred
2012.0,Volkswagen,Tiguan,103 TDI 5N Turbo Diesel Automatic Wagon,Wagon,5.0,2012-07,2012-09,WVGZZZ5NZDW020838,,,"Sold Unregistered, Without Plates",0.0,4.0,2,Diesel,Automatic,223358,km,Grey,Black,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50713006/motor-vehicles-motor-cycles/2012-volkswagen-tiguan-103-tdi-5n-turbo-diesel-automatic-wagon,"Engine light ON
Door card Worn.
Front Seat Stains Both seats
Windscreen Chipped or Cracked.
Large Dent on Tailgate
Marks in boot
Door Handle Not Working or Broken.
Paint fading Multiple panels
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front bumper x2","Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Roof Rail, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-438 GV356901",11.0,,,"Engine light ON
Door card Worn.
Front Seat Stains Both seats
Windscreen Chipped or Cracked.
Large Dent on Tailgate
Marks in boot
Door Handle Not Working or Broken.
Paint fading Multiple panels
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Front bumper x2",referred
2017.0,Hyundai,i30,Active PD Automatic Hatchback,Hatchback,5.0,2017-07,2018-08,KMHH351EMJU030944,,,"Sold Unregistered, Without Plates",2.0,4.0,2,Petrol,Automatic,82427,km,White,Grey,Yes,Yes,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50713012/motor-vehicles-motor-cycles/2017-hyundai-i30-active-pd-automatic-hatchback,"Front Seat Stains Both
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Scuff on RHR door and guard
Large Scuff on Front bumper","Air Conditioning, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Satellite navigation system, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-160 GV354892",60.0,,,"Front Seat Stains Both
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Scuff on RHR door and guard
Large Scuff on Front bumper",referred
2021.0,Skoda,KAROQ,110TSI NU Automatic - 8 Speed Wagon,Wagon,5.0,2021-04,2021-06,TMBKC7NU4M5048419,,,"Sold Unregistered, Without Plates",2.0,4.0,1.4,Petrol,Automatic - 8 Speed,75176,km,White,Black,Yes,Yes,Yes,No,Yes,QLD,https://www.grays.com/lot/0001-50713013/motor-vehicles-motor-cycles/2021-skoda-karoq-110tsi-nu-automatic-8-speed-wagon,Dents or marks on body consistent with age and kilometres.,"Air Conditioning, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 131-153 Main Beach Road, Pinkenba, QLD, 4008, Key No: K-431 GV356866",35.0,,,Dents or marks on body consistent with age and kilometres.,referred
2010.0,Volvo,XC60,3.2 Automatic Wagon,Wagon,5.0,2010 - 01,2010 - 03,YV1DZ9856A2099701,,,"Sold Unregistered, Without Plates",,6.0,3.2,Petrol,Automatic,258006,km,Other,Cream Leather,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048867/motor-vehicles-motor-cycles/2010-volvo-xc60-3-2-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated seats, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reverse camera, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 3B",27.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2015.0,Land,Rover,DISCOVERY SPORT SD4 SE Turbo Diesel Automatic Wagon,Wagon,5.0,2015-05,2015-07,SALCA2AE8FH534575,,,"Sold Unregistered, Without Plates",,4.0,2.2,Diesel,Automatic,240205,km,Black,Multi,Yes,No,Yes,No,Yes,SA,https://www.grays.com/lot/0001-60048868/motor-vehicles-motor-cycles/2015-land-rover-discovery-sport-sd4-se-turbo-diesel-automatic-wagon,Transmission Requires attention Strongly recommend inspection by qualified third party,"Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Racks, Navigation, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 00",32.0,,,Transmission Requires attention Strongly recommend inspection by qualified third party,referred
2018.0,Ford,Ranger,XLT 4X4 PX III Turbo Diesel Automatic Dual Cab,Dual Cab Chassis,5.0,2018 - 07,2018 - 08,MPBUMFF50JX176543,,,"Sold Unregistered, Without Plates",,5.0,3.2,Diesel,Automatic,275695,km,Grey,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048869/motor-vehicles-motor-cycles/2018-ford-ranger-xlt-4x4-px-iii-turbo-diesel-automatic-dual-cab,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, UHF radio, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, Spotlights, MP3 Capability, Nudge bar, Park Distance Control Front, Park Distance Control Rear, Storage Drawer and Fridge Slider in rear (Titan), Power Steering, Reversing Camera, Flexiglass Canopy, Navigation, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 62",99.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2008.0,Land,Rover,Range Rover Sport TDV6 Turbo Diesel Automatic Wagon,Wagon,5.0,Unable to locate,2008-05,SALLSAA138A171163,,,"Sold Unregistered, Without Plates",,6.0,2.7,Diesel,Automatic,267313,km,Black,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048870/motor-vehicles-motor-cycles/2008-land-rover-range-rover-sport-tdv6-turbo-diesel-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Leather Trim, Park Distance Control Rear, Power Steering, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 47",29.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2011.0,Subaru,Impreza,2.0i-L G4 Manual Hatchback,Hatchback,5.0,2011 - 11,2012 - 01,JF1GP7KA3CG002772,,,"Sold Unregistered, Without Plates",,4.0,2,Petrol,Manual,242126,km,Red,Multi,Yes,Yes,Yes,No,Yes,SA,https://www.grays.com/lot/0001-60048871/motor-vehicles-motor-cycles/2011-subaru-impreza-2-0i-l-g4-manual-hatchback,Belt squeal evident,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reversing Camera, Navigation, Sunroof, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 16",4.0,,,Belt squeal evident,referred
2011.0,Peugeot,207,Sportium Automatic Hatchback,Hatchback,5.0,Unable to locate,2011 - 07,VF3WC5FS9AW118421,,,"Sold Unregistered, Without Plates",,4.0,1.6,Petrol,Automatic,121114,km,Silver,Multi,Yes,No,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048872/motor-vehicles-motor-cycles/2011-peugeot-207-sportium-automatic-hatchback,Transmission Requires attention Strongly recommend inspection by qualified third party,"Air Conditioning, CD Player, Central Locking, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Rear, Power Steering, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 19",3.0,,,Transmission Requires attention Strongly recommend inspection by qualified third party,referred
2013.0,Jeep,Grand,Cherokee Limited WK Automatic - 8 Speed Wagon,Wagon,5.0,2013-05,2013-07,1C4RJFFG4EC151344,,,"Sold Unregistered, Without Plates",,6.0,3.6,Petrol,Automatic - 8 Speed,209411,km,Silver,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048873/motor-vehicles-motor-cycles/2013-jeep-grand-cherokee-limited-wk-automatic-8-speed-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Navigation, Panoramic Sunroof, N/I, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 42",25.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2007.0,Toyota,Tarago,GLI ACR50R Automatic 8 Seats People Mover,People Mover,8.0,2007 - 12,2008 - 01,JTEGD52M207055939,,,"Sold Unregistered, Without Plates",,4.0,2.4,Petrol,Automatic,338215,km,Silver,Multi,Yes,No,No,No,Yes,SA,https://www.grays.com/lot/0001-60048874/motor-vehicles-motor-cycles/2007-toyota-tarago-gli-acr50r-automatic-8-seats-people-mover,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Power Steering, Third Row Seat, Crash Test Star Rating 4, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 91",16.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2006.0,Mercedes,Benz,SLK350 R171 Automatic Convertible,Convertible,2.0,2006 - 12,2007 - 01,WDB1714562F151972,,,"Sold Unregistered, Without Plates",,6.0,3.5,Petrol,Automatic,145085,km,Black,Black Leather,Yes,Yes,No,Partial,Yes,SA,https://www.grays.com/lot/0001-60048876/motor-vehicles-motor-cycles/2006-mercedes-benz-slk350-r171-automatic-convertible,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Leather Trim, MP3 Capability, Power Steering, Navigation, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: WH2",67.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2014.0,Volkswagen,Tiguan,132 TSI PACIFIC 5N Automatic Wagon,Wagon,5.0,2014 - 04,2014 - 06,WVGZZZ5NZEW114253,,,"Sold Unregistered, Without Plates",,4.0,2,Petrol,Automatic,142803,km,Dark Blue,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048879/motor-vehicles-motor-cycles/2014-volkswagen-tiguan-132-tsi-pacific-5n-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Parking Assist System, Power Steering, Reverse camera, Roof Rail, Navigation, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 64",38.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2013.0,Toyota,LandCruiser,Prado VX KDJ150R T/D Auto 7 Seats Wagon,Wagon,7.0,2013 - 09,2013 - 10,JTEBH3FJ60K119237,,,"Sold Unregistered, Without Plates",,4.0,3,Diesel,Automatic,384478,km,White,Black Leather,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048883/motor-vehicles-motor-cycles/2013-toyota-landcruiser-prado-vx-kdj150r-t-d-auto-7-seats-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, Bull Bar (TJM), CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Awning (Dune 4WD), Electric Windows, Heated Seats, Hill Holder System, Leather Trim, MP3 Capability, Spotlights (Kings), Park Distance Control Front, Park Distance Control Rear, snorkel (Airtec), Power Steering, Reversing Camera, Roof Rail & Rhino Rack, Navigation, UHF radio (GME), Third Row Seat, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 43",128.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2016.0,Jeep,Grand,Cherokee 75TH ANNIVERSARY WK Automatic - 8 Speed Wagon,Wagon,5.0,2016 - 05,2016 - 10,1C4RJFFG5GC440249,,,"Sold Unregistered, Without Plates",,6.0,3.6,Petrol,Automatic - 8 Speed,134191,km,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048884/motor-vehicles-motor-cycles/2016-jeep-grand-cherokee-75th-anniversary-wk-automatic-8-speed-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, CD Player, Central Locking, Climate Control, Cruise Control, Driver Airbag, Electric Windows, Heated Front Seats, Hill Holder System, Leather Trim, MP3 Capability, Park Distance Control Front, Park Distance Control Rear, Heated Steering Wheel, Power Steering, Reversing Camera, Roof Rail, Navigation, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 28",65.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2015.0,Holden,Trax,LS TJ Automatic Wagon,Wagon,5.0,2015 - 10,2015 - 11,KL3BA7659GB537935,,,"Sold Unregistered, Without Plates",,4.0,1.8,Petrol,Automatic,180653,km,Silver,Multi,Yes,Yes,Yes,Yes,Yes,SA,https://www.grays.com/lot/0001-60048885/motor-vehicles-motor-cycles/2015-holden-trax-ls-tj-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Auto Control, Bluetooth Capability, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Park Distance Control Rear, Power Steering, Reversing Camera, Roof Rail, Crash Test Star Rating 5, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 11B",34.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2000.0,Toyota,MR2,Sequential automatic Convertible,,2.0,2000-09,2000-10,JTDFR320X00026829,,,"Sold Unregistered, Without Plates",,4.0,1.8,Premium Unleaded,Automatic,175079,km,White,Multi,Yes,No,Yes,No,Yes,SA,https://www.grays.com/lot/0001-60048886/motor-vehicles-motor-cycles/2000-toyota-mr2-sequential-automatic-convertible,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air conditioning, Bluetooth, Electric windows, MP3 capability, Navigation, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: WH22",70.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
2016.0,Ford,Transit,350L LWB MID ROOF VO Turbo Diesel Manual Van,Van,3.0,2016-05,2016-07,WF0XXXTTGXGC79432,,,"Sold Unregistered, Without Plates",,4.0,2.2,Diesel,Manual,264931,km,White,Multi,Yes,No,No,No,Yes,SA,https://www.grays.com/lot/0001-60048888/motor-vehicles-motor-cycles/2016-ford-transit-350l-lwb-mid-roof-vo-turbo-diesel-manual-van,Please refer to the photos or arrange inspection to view the condition of this vehicle.,"Air Conditioning, Bluetooth Capability, Bull bar, Central Locking, Cruise Control, Driver Airbag, Electric Windows, Hill Holder System, MP3 Capability, Power Steering, Reverse camera, Navigation, Location: 3 Maxwell Road, Pooraka, SA, 5095, Key No: 79",53.0,,,Please refer to the photos or arrange inspection to view the condition of this vehicle.,referred
