year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition,bids,price,date_sold
2002,LAND,Rover,Range Rover HSE,Wagon,Automatic,Petrol,224072,5.0,SALLMAMA32A112327,No plates,Unregistered,8,4.4,Blue,Cream Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055186/motor-vehicles-motor-cycles/2002-land-rover-range-rover-hse-automatic-wagon,"Paint fading Various parts on panels
Paint cracked Various parts on panels
Medium Scratch on Various parts on panels
Dents or marks on body consistent with age and kilometres.
Medium Dent on Various parts on panels
Seat Torn Driver seat
Dash Torn or Cracked
ABS light ON",32,"$2,800",31 August 2025
2000,JAGUAR,Xj8,4.0 SPORT X300,Sedan,Automatic,Petrol,261727,5.0,SAJAC13E31LF24210,1QI4RD,23-09-2025,8,4.0,Dark Blue,Beige Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055221/motor-vehicles-motor-cycles/2000-jaguar-xj8-4-0-sport-x300-automatic-sedan,"Engine idling rough
Engine noise observed.
Paint peeling Around body
Dents or marks on body consistent with age and kilometres.
Paint cracked Rear bumper",22,"$2,100",31 August 2025
2016,HONDA,Cr-v,2WD VTi RM II,Wagon,Automatic,Petrol,372809,5.0,MRHRM1840HP061919,No plates,Unregistered,4,2.0,Black,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055246/motor-vehicles-motor-cycles/2016-honda-cr-v-2wd-vti-rm-ii-automatic-wagon,Dents or marks on body consistent with age and kilometres.,60,"$5,300",31 August 2025
2010,HONDA,Cr-v,Sport RE,Wagon,Automatic,Petrol,291712,5.0,MRHRE4850AP070939,YAX773,31-12-2025,4,2.4,Black,Black,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21055274/motor-vehicles-motor-cycles/2010-honda-cr-v-sport-re-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Dent, Scratch and Scuffs on Various panels
Paint fading and peeling Various panels
Paint cracked Rear bumper
Driver seat worn",43,"$3,609",31 August 2025
2005,TOYOTA,Hilux,SR GGN15R,Cab Chassis,Automatic,Petrol,97518,2.0,MR0CU12G900001635,TXL968,07-12-2025,6,4.0,White,Grey,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21055318/motor-vehicles-motor-cycles/2005-toyota-hilux-sr-ggn15r-automatic-cab-chassis,"Medium Dent on Drivers quater panel
Medium Dent on Tailgate
Dents or marks on body consistent with age and kilometres.",76,"$8,000",31 August 2025
2017,FORD,Ranger,XL 4X4 PX II Dual,Dual Cab,Automatic,Diesel,320858,5.0,MPBUMFF50HX106667,CL48RJ,Unregistered,5,3.2,White,Grey,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10912344/motor-vehicles-motor-cycles/2017-ford-ranger-xl-4x4-px-ii-turbo-diesel-automatic-dual-cab,Dents or marks on body consistent with age and kilometres.,103,"$11,800",31 August 2025
2016,FORD,Ranger,Wildtrak 4x4 PX II Dual,Dual Cab,Automatic,Diesel,210070,5.0,MNAUMFF50GW593115,No plates,Unregistered,5,3.2,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50712926/motor-vehicles-motor-cycles/2016-ford-ranger-wildtrak-4x4-px-ii-turbo-diesel-automatic-dual-cab,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Rear bar",207,"$24,000",31 August 2025
2009,FORD,Ranger,XL (4x2) PK,Cab Chassis,Manual,Diesel,249247,3.0,MNALSAE109W839571,XOO483,05-09-2025,4,2.5,White,Grey,Yes,Yes,Yes,No,Yes,VIC,https://www.grays.com/lot/0001-21055162/motor-vehicles-motor-cycles/2009-ford-ranger-xl-4x2-pk-turbo-diesel-manual-cab-chassis,"Medium Scratch on Bonnet
Medium Scratch on Front Bumper
Medium Scratch on Passenger Side Front Guard/Bumper
Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.",43,"$3,050",31 August 2025
2015,MITSUBISHI,Mirage,ES LA,Hatchback,Automatic,Petrol,180960,5.0,MMAXTA03AFH005979,1GO2OZ,30-10-2025,3,1.2,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21054987/motor-vehicles-motor-cycles/2015-mitsubishi-mirage-es-la-automatic-hatchback,"Engine noise observed.
Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various parts on panels
Medium Scuff on Various parts on panels",35,"$2,800",31 August 2025
2010,MITSUBISHI,Triton,4X2 GL-R MN Dual,Cab Chassis,Automatic,Diesel,395168,5.0,MMAJRKA40BD003596,YDZ356,15-08-2025,4,2.5,Grey,Grey,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21055341/motor-vehicles-motor-cycles/2010-mitsubishi-triton-4x2-gl-r-mn-turbo-diesel-automatic-dual-cab,"Airbag light ON
Paint peeling All around vehicle.
Dents or marks on body consistent with age and kilometres.",31,"$2,609",31 August 2025
2012,MAZDA,Bt-50,4X2 XT Extra,Extra Cab,Manual,Diesel,243873,4.0,MM0UP0YF100133321,1QI3GN,22-08-2026,5,3.2,Silver,Grey,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21055314/motor-vehicles-motor-cycles/2012-mazda-bt-50-4x2-xt-turbo-diesel-manual-extra-cab,"Stains Front and Back seats.
Sun damage Headlights./li>
Medium Scuff on Front Bumper and driver door.
>Medium Scuff on Passenger Door.
Dents or marks on body consistent with age and kilometres.",56,"$4,850",31 August 2025
2018,JEEP,Compass,Limited BG 9,Wagon,Automatic,Diesel,89157,5.0,MCANJRCY8JFA19465,1MY7AX,16-08-2025,4,2.0,Grey,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055253/motor-vehicles-motor-cycles/2018-jeep-compass-limited-bg-turbo-diesel-9-auto-wagon,"Dents or marks on body consistent with age and kilometres.
Front Seat Marks Passenger seat",175,"$12,499",31 August 2025
2013,SUZUKI,Alto,GL GF,Hatchback,Automatic,Petrol,137311,4.0,MA3GFC31S00726703,No plates,Unregistered,3,1.0,Grey,Multi,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50516549/motor-vehicles-motor-cycles/2013-suzuki-alto-gl-gf-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Large Dent on Tailgate",16,"$3,000",31 August 2025
2019,MG,Mg3,CORE,Hatchback,Automatic,Petrol,46494,5.0,LSJZ14U91KS057950,No plates,Unregistered,4,1.5,Silver,Black,Yes,No,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10350364/motor-vehicles-motor-cycles/2019-mg-mg3-core-automatic-hatchback,Please refer to the photos or arrange inspection to view the condition of this vehicle.,77,"$8,400",31 August 2025
2018,HAVAL,H6,LUX 2WD,Wagon,Automatic,Petrol,87959,5.0,LGWEF6A52JH902919,ATD636,18-12-2025,4,2.0,Brown,Black Leather,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055256/motor-vehicles-motor-cycles/2018-haval-h6-lux-2wd-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on RHR door",75,"$10,500",31 August 2025
2011,HYUNDAI,I40,Premium VF,Wagon,Automatic,Petrol,205857,5.0,KMHLC81DMCU024277,1VD1TX,29-07-2025,4,2.0,Black,Black Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21055255/motor-vehicles-motor-cycles/2011-hyundai-i40-premium-vf-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Drivers side.
Front bumper Cracked bumper.
Corrosion visible Passenger side back door way
Paint fading Rear roof
Rear bumper Cracked bumper.",46,"$3,800",31 August 2025
2018,HYUNDAI,Tucson,Active X TL,Wagon,Automatic,Petrol,138012,5.0,KMHJ2814MKU825823,YIL67X,Unregistered,4,2.0,White,Black,Yes,Yes,Yes,Yes,Yes,NSW,https://www.grays.com/lot/0001-10350369/motor-vehicles-motor-cycles/2018-hyundai-tucson-active-x-tl-automatic-wagon,Please refer to the photos or arrange inspection to view the condition of this vehicle.,127,"$9,150",31 August 2025
2009,HYUNDAI,I30,SX FD,Hatchback,Automatic,Petrol,193548,5.0,KMHDB51ER9U196564,1HY5IF,05-11-2025,4,2.0,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055106/motor-vehicles-motor-cycles/2009-hyundai-i30-sx-fd-automatic-hatchback,"Large Scratch on RHR door, RHR quarter panel
Medium Dent on RHR door
Dents or marks on body consistent with age and kilometres.",41,"$3,000",31 August 2025
2016,HOLDEN,Captiva,7 LTZ AWD CG II,Wagon,Automatic,Diesel,156219,7.0,KL3CD2669GB531252,ALC821,20-10-2025,4,2.2,White,Black Leather,Yes,Yes,No,No,Yes,VIC,https://www.grays.com/lot/0001-21055257/motor-vehicles-motor-cycles/2016-holden-captiva-7-ltz-awd-cg-ii-turbo-diesel-automatic-7-seats-wagon,"Large Scratch on Around body
Dents or marks on body consistent with age and kilometres.
Engine light ON",28,"$4,600",31 August 2025
2013,HOLDEN,Captiva,7 SX 2WD CG II,Wagon,Automatic,Petrol,140142,7.0,KL3CA26UJDB046980,ZYH264,16-11-2025,4,2.4,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055275/motor-vehicles-motor-cycles/2013-holden-captiva-7-sx-2wd-cg-ii-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Airbag light ON",55,"$3,500",31 August 2025
2017,HOLDEN,Captiva,7 ACTIVE LE 2WD CG II,Wagon,Automatic,Petrol,89513,7.0,KL3CA26U9HB763945,1KT3BU,23-08-2025,4,2.4,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055258/motor-vehicles-motor-cycles/2017-holden-captiva-7-active-le-2wd-cg-ii-automatic-7-seats-wagon,"Engine light ON
Medium Scratch on Various parts on panels
Dents or marks on body consistent with age and kilometres.",37,"$5,000",31 August 2025
2017,HOLDEN,Trax,LT TJ,Wagon,Automatic,Petrol,93655,5.0,KL3BA7689JB517654,No plates,Unregistered,4,1.4,Silver,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055223/motor-vehicles-motor-cycles/2017-holden-trax-lt-tj-automatic-wagon,"Dents or marks on body consistent with age and kilometres
Engine noise observed.
Front Seat worn Driver",37,"$3,300",31 August 2025
2015,HOLDEN,Trax,LS TJ,Wagon,Automatic,Petrol,178470,5.0,KL3BA7659FB174861,No plates,Unregistered,4,1.8,Grey,Black,Yes,No,No,No,Yes,QLD,https://www.grays.com/lot/0001-50516548/motor-vehicles-motor-cycles/2015-holden-trax-ls-tj-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Paint fading Multiple panels
Medium Scratch on Rear bumper
Medium Dent on Bonnet, LHF and lhr guards
Back Seat Stains.",8,"$1,109",31 August 2025
2008,TOYOTA,Corolla,Conquest ZRE152R,Hatchback,Automatic,Petrol,108099,5.0,JTNKU56E401068997,WPS229,23-09-2025,4,1.8,Blue,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055292/motor-vehicles-motor-cycles/2008-toyota-corolla-conquest-zre152r-automatic-hatchback,"Paint peeling All around vehicle
Front Seat worn Drivers seat torn
Dents or marks on body consistent with age and kilometres.",27,"$5,300",31 August 2025
2018,TOYOTA,Corolla,ASCENT SPORT HYBRID,Hatchback,CVT,Petrol,44418,5.0,JTNK93BE503001468,1OH7WE,30-06-2026,4,1.8,White,Black,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055228/motor-vehicles-motor-cycles/2018-toyota-corolla-ascent-sport-hybrid-ex-gov,Dents or marks on body consistent with age and kilometres.,155,"$19,100",31 August 2025
2015,TOYOTA,Rav,4 FWD GX ZSA42R,Wagon,CVT,Petrol,185209,5.0,JTMZDREV40J051936,No plates,Unregistered,4,2.0,Dark Grey,Black,Yes,No,Yes,Yes,Yes,QLD,https://www.grays.com/lot/0001-50516542/motor-vehicles-motor-cycles/2015-toyota-rav-4-fwd-gx-zsa42r-cvt-wagon,"Large Dent on LH rear guard
Medium Scratch on LH rear door
Large Scratch on Front bumper
Dents or marks on body consistent with age and kilometres.
Slight CVT noise",81,"$9,400",31 August 2025
2008,TOYOTA,Landcruiser,GXL (4x4) VDJ200R,Wagon,Automatic,Diesel,458485,5.0,JTMHV09J504008295,WGU909,19-03-2026,8,4.5,White,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055259/motor-vehicles-motor-cycles/2008-toyota-landcruiser-gxl-4x4-vdj200r-turbo-diesel-automatic-wagon,Dents or marks on body consistent with age and kilometres.,244,"$30,300",31 August 2025
2010,TOYOTA,Rav,4 CV (4x4),Wagon,Automatic,Petrol,254062,5.0,JTMBD33V305249336,No Plates,Unregistered,4,2.4,Silver,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055315/motor-vehicles-motor-cycles/2010-toyota-rav-4-cv-4x4-automatic-wagon,"Front Seat worn Drivers
Front Seat Stains Both
Dents or marks on body consistent with age and kilometres.
Front Cracked bumper.
Large Scuff on Front bumper
Medium Dent on Lhf guard
Medium Scuff on Rear bumper
Rear bumper Cracked bumper.
Large Dent on Tailgate
Damaged Headlights hazed",60,"$4,500",31 August 2025
2004,LEXUS,Rx330,Sports MCU38R,Wagon,Automatic,Petrol,284415,5.0,JTJHA31U300076229,TCV207,07-07-2025,6,3.3,Gold,Beige Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055328/motor-vehicles-motor-cycles/2004-lexus-rx330-sports-mcu38r-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Front Seat worn Both",26,"$2,400",31 August 2025
2008,TOYOTA,Landcruiser,Workmate (4x4) VDJ79R,Cab Chassis,Manual,Diesel,440310,3.0,JTELV71J900008642,1IAM138,10-09-2025,8,4.5,White,Grey,Yes,No,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9063056/motor-vehicles-motor-cycles/2008-toyota-landcruiser-workmate-4x4-vdj79r-turbo-diesel-manual,"Door card Damaged.
Carpet worn in places.
Dents or marks on body consistent with age and kilometres.
Front Seat worn Both
Corrosion visible Various parts of vehicle
Medium Dent on Behind passenger door
Windscreen Chipped or Cracked.",103,"$24,100",31 August 2025
2010,TOYOTA,Yaris,YR NCP90R,Hatchback,Manual,Petrol,64687,5.0,JTDKW923105155159,XTV785,30-07-2025,4,1.3,Red,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055305/motor-vehicles-motor-cycles/2010-toyota-yaris-yr-ncp90r-manual-hatchback,Dents or marks on body consistent with age and kilometres.,62,"$4,000",31 August 2025
2008,TOYOTA,Yaris,YRS NCP91R,Hatchback,Automatic,Petrol,280294,5.0,JTDKT923902009022,1PS4IX,01-10-2025,4,1.5,Blue,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21055260/motor-vehicles-motor-cycles/2008-toyota-yaris-yrs-ncp91r-automatic-hatchback,"Medium Scuff on Paint peeling all panels.
Medium Dent on Drivers side front and rear doors
Dents or marks on body consistent with age and kilometres.",46,"$2,709",31 August 2025
2014,SUZUKI,Swift,Sport FZ,Hatchback,CVT,Petrol,150582,5.0,JSAFZC32S00301107,No plates,Unregistered,4,1.6,Yellow,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055198/motor-vehicles-motor-cycles/2014-suzuki-swift-sport-fz-cvt-hatchback,"Medium Scuff on Passenger Side Front Door
Dents or marks on body consistent with age and kilometres.
Dents or marks on body consistent with age and kilometres.
Large Dent on Rear Bumper - Driver Side",58,"$7,001",31 August 2025
2010,SUZUKI,Swift,S EZ,Hatchback,Manual,Petrol,249799,5.0,JSAEZC21S00572136,No plates,Unregistered,4,1.5,Silver,Black,Yes,Yes,No,Yes,Yes,QLD,https://www.grays.com/lot/0001-50712924/motor-vehicles-motor-cycles/2010-suzuki-swift-s-ez-manual-hatchback,"Front Seat worn Both
Seat Torn RH front
Dents or marks on body consistent with age and kilometres.
Medium Scuff on Front bumper
Large Scratch on Front bumper
Large Dent on LH front door
Hail damage visible.
Medium Dent on RH rear guard, RH front door and LH rear door
Medium Scratch on RH rear door
Paint fading Rear bumper
Front bumper requires attention
Fuel gauge stops at half way",23,"$1,950",31 August 2025
2000,NISSAN,Patrol,ST (4x4) GU II,Wagon,Manual,Diesel,318106,7.0,JN1TESY61A0302020,QIG884,18-11-2025,4,3.0,Blue,Grey,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055194/motor-vehicles-motor-cycles/2000-nissan-patrol-st-4x4-gu-ii-turbo-diesel-manual-7-seats-wagon,"Front Seat worn Both
Paint fading Bonnet
Dents or marks on body consistent with age and kilometres.",60,"$6,000",31 August 2025
1998,NISSAN,Patrol,ST (4x4) GU,Wagon,Manual,Petrol,545285,7.0,JN1TBSY61A0102628,Unlicensed,Unregistered,6,4.5,Grey,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9063095/motor-vehicles-motor-cycles/1998-nissan-patrol-st-4x4-gu-manual-7-seats-wagon,"Medium Dent on Various Panels
Airbag light ON
Damaged Tail lamp
Engine noise observed.",35,"$4,100",31 August 2025
2003,FORD,Falcon,XL BA V8,Ute,Manual,Petrol,371609,2.0,6FPAAAJGCM3C33479,1ESQ349,12-11-2025,8,5.4,White,Charcoal,Yes,No,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9062967/motor-vehicles-motor-cycles/2003-ford-falcon-xl-ba-v8-manual-ute,"Corrosion visible Various Panels
Dents or marks on body consistent with age and kilometres.
Door card Worn.
Flat Battery. Jump start or towing required
Engine noise observed.
Seat Torn Both
Paint fading Various Panels
Engine Smoke visible
Windscreen Chipped or Cracked.
Rear Cracked bumper.",34,"$3,400",27 August 2025
2012,FORD,Territory,TX (4x4) SZ,Wagon,Automatic,Diesel,257958,5.0,6FPAAAJGATCY96454,ZPG867,30-06-2025,6,2.7,White,Black,Yes,No,No,No,Yes,VIC,https://www.grays.com/lot/0001-21055139/motor-vehicles-motor-cycles/2012-ford-territory-tx-4x4-sz-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Paint cracked Various parts on panels
Medium Scratch on Various parts on panels",39,"$3,600",27 August 2025
2012,FORD,Territory,TX (RWD) SZ,Wagon,Automatic,Petrol,215263,5.0,6FPAAAJGATCG72985,1DXP236,28-09-2025,6,4.0,Dark Grey,Black,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9062952/motor-vehicles-motor-cycles/2012-ford-territory-tx-rwd-sz-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Corrosion visible Various panels
Hood Lining Sagging
Medium Dent on Various panels
Front Seat Stains Both front seats
Back Seat Marks.
Windscreen Chipped or Cracked.",16,"$1,509",27 August 2025
2008,FORD,Territory,Ghia (4x4) SY,Wagon,Automatic,Petrol,219807,5.0,6FPAAAJGAT8B51272,WIY351,10-04-2026,6,4.0,Grey,Grey,Yes,No,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055113/motor-vehicles-motor-cycles/2008-ford-territory-ghia-4x4-sy-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Seat Torn Drivers seat
Engine Oil Leak
Large Scratch on Front bar, RHF quarter panel",21,"$1,709",27 August 2025
2006,FORD,Territory,TX (RWD) SY,Wagon,Automatic,Petrol,282258,5.0,6FPAAAJGAT6G56780,1CLU195,30-08-2025,6,4.0,Green,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9063021/motor-vehicles-motor-cycles/2006-ford-territory-tx-rwd-sy-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Paint peeling Various Panels
Door card Damaged.
Hood Lining Sagging
Seat Torn All
Front Seat worn All
Corrosion visible Various Panels
Windscreen Chipped or Cracked.
Front Seat Stains All",10,$809,27 August 2025
2005,FORD,Territory,Ghia (RWD) SX,Wagon,Automatic,Petrol,156793,7.0,6FPAAAJGAT5B63331,No plates,Unregistered,6,4.0,Red,Grey,Yes,No,No,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055136/motor-vehicles-motor-cycles/2005-ford-territory-ghia-rwd-sx-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Dents, scratches on a few spots
Medium Scuff on right back panel
Front bumper Cracked bumper.
Glovebox Would not Open/Close",33,"$2,304",27 August 2025
2015,NISSAN,Pathfinder,ST R52,Wagon,CVT,Petrol,166857,7.0,5N1AR2MN4FC689507,1EXM902,27-02-2026,6,3.5,Black,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9063013/motor-vehicles-motor-cycles/2015-nissan-pathfinder-st-r52-cvt-7-seats-wagon,"Front Seat worn Driver’s
Seat Torn Driver’s
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
Medium Scuff on Various panels
Large Scratch on Left door panels
Back Seat Marks.",124,"$7,310",27 August 2025
2009,JEEP,Patriot,Sport MK,Wagon,CVT,Petrol,290381,5.0,1J4N72GB9AD517709,XFB048,15-09-2025,4,2.4,Black,Black,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055140/motor-vehicles-motor-cycles/2009-jeep-patriot-sport-mk-cvt-wagon,"Airbag light ON
Engine light ON
Large Dent on LHF door, RHF quarter panel,
Front bar Cracked bumper.
Damaged RHF indicator
Large Scratch on Bonnet, LHR quarter panel, rear bar, RHR door
Damaged LHF indicator",9,$600,27 August 2025
2011,JEEP,Grand,Cherokee Laredo WK,Wagon,Automatic,Petrol,236547,5.0,1C4RJFEG0CC151677,1FAV732,27-02-2026,6,3.6,Gold,Charcoal,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9062854/motor-vehicles-motor-cycles/2011-jeep-grand-cherokee-laredo-wk-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Seat Torn Drivers
Windscreen Chipped or Cracked.
Engine light ON
Dents or marks on body consistent with age and kilometres.",30,"$2,109",27 August 2025
2011,JEEP,Patriot,Limited MK,Wagon,CVT,Petrol,141398,5.0,1C4NJREB1CD566697,1VF9HD,20-03-2026,4,2.4,Black,Black Leather,Yes,Yes,Yes,Yes,Yes,VIC,https://www.grays.com/lot/0001-21055114/motor-vehicles-motor-cycles/2011-jeep-patriot-limited-mk-cvt-wagon,"Seat Torn Drivers seat
Medium Scratch on LHR door
Dents or marks on body consistent with age and kilometres.
Damaged RHR tail light
Paint cracked Rear bar
Large Scratch on Rear bar",26,"$2,509",27 August 2025
